id,status,source_domain,sentence,prelabel_rule_v4,prelabel_sonnet46,unaligned,comment,human_spans
1907-s0000,todo,人工智能招聘,岗位职责： 1、参与大数据系统平台架构，设计，开发与管理；,参与大/S | 设计，开发与管理/S,大数据系统平台架构/K | 设计/S | 开发/S | 管理/S,,补全半词，拆开并列,
1907-s0002,todo,人工智能招聘, 3、参与构建丰富多样的大数据应用的解决方案；,构建丰/S | 大数据应用的解决/K,构建/S | 大数据应用的解决方案/K,,补全半词,
1907-s0003,todo,人工智能招聘, 4、参与实时数据处理系统平台架构，设计，开发；,实时数据处理系统/S,实时数据处理系统平台架构/K | 设计/S | 开发/S,,补全半词，拆开并列,
1907-s0004,todo,人工智能招聘, 5、参与DW架构，设计，开发；,DW架构，设计，开/S,DW架构/K | 设计/S | 开发/S,,补全半词，拆开并列,
1907-s0005,todo,人工智能招聘, 任职要求： 1、精通Hadoop、Hive、Spark、Storm等开源大数据系统的原理和使用；,Storm等/S | 原理和使用/K,Hadoop/S | Hive/S | Spark/S | Storm/S,,拆开工具，原理和使用是修饰语不标,
1907-s0006,todo,人工智能招聘, 2、精通数据存储系统，数据处理系统，搜索系统的架构，设计，开发，有相关经验者优先；,数据存储系统，数/S,数据存储系统/K | 数据处理系统/K | 搜索系统/K | 架构/S | 设计/S | 开发/S,,补全半词，拆开并列,
1907-s0007,todo,人工智能招聘, 3、熟悉Spring技术生态圈，Mybatis，Bootstrap，AngularJS2等Web开发的前后端框架和技术，有实际项目的经验；,Spring技术生态圈，Mybatis/S | 经验/T,Spring/S | Mybatis/S | Bootstrap/S | AngularJS2/S,,并列拆开，不标熟悉，经验非能力,
1907-s0008,todo,人工智能招聘, 4、熟悉Linux系统，熟练使用shell、Python、Perl 脚本处理工具；,Linux系统/S | 使用shell/S,Linux/S | shell/S | Python/S | Perl/S,,并列拆开，不标使用动词,
1907-s0009,todo,人工智能招聘, 5、良好的Java编程能力，熟悉Java开发工具和调试工具；,Java编程能力/S | Java开发工具和调试/S,Java/S,,Java是工具S，编程能力泛化不标，开发工具调试工具太泛,
1907-s0010,todo,人工智能招聘, 6、有良好的产品思维能力，能够根据用户需要设计简单，易用的产品；,产品思维能力/T | 用户需要设/K,产品思维能力/T,,用户需要设是半词且非能力,
1907-s0011,todo,人工智能招聘, 7、有良好的逻辑思维能力及解决问题的能力；,逻辑思维能力及解/T,逻辑思维能力/T | 解决问题的能力/T,,并列拆开，补全半词,
1908-s0001,todo,人工智能招聘,2、负责带领团队完成客户生产系统的应用部署、问题处理及工单处理工作；,带领团队完/T | 应用部署/S | 问题处/S,应用部署/S | 问题处理/S | 工单处理/S,,带领团队是职责非能力，补全半词并拆开,
1908-s0002,todo,人工智能招聘,3、基于客户环境及流程，制定运维标准化流程，并监督执行；,制定运/S | 监督执/S,制定运维标准化流程/S | 监督执行/S,,补全半词,
1908-s0003,todo,人工智能招聘,4、代表团队负责与客户的沟通管理工作，负责周例会、月度例会的客户汇报工作；,沟通管/T | 周例会/T | 月度例会/T | 汇报工作/T,沟通/T | 汇报/T,,周例会月度例会是场景非能力，保留沟通和汇报软技能,
1908-s0004,todo,人工智能招聘,任职要求：1、3年以上J2EE开发/运维项目经验，了解微服务架构；,J2EE开发/S | 运维项目/S | 微服务架构/K,J2EE/S | 开发/S | 运维/S | 微服务架构/K,,拆开并列；运维项目改为运维,
1908-s0005,todo,人工智能招聘,2、精通Linux系统，熟悉Mysql、Redis、Nginx、Kafka等基础组件，熟悉Docker等容器化技术3、了解各类服务器设备、网络设备、安全设备、存储设备；,Linux系统，熟悉/S | Docker等容器化技/S | 各类服务器设/K,Linux/S | Mysql/S | Redis/S | Nginx/S | Kafka/S | Docker/S,,删除半词和动词；工具归S；设备类归S或删除年限,
1908-s0006,todo,人工智能招聘,4、熟悉云计算平台，如华为云、阿里云等；,云计算平/K | 华为云/K | 阿里云等/K,云计算/K | 华为云/S | 阿里云/S,,补全半词；具体平台是工具归S,
1908-s0007,todo,人工智能招聘,5、具有运维流程经验，具有实施自动化运维工具项目的经验者优先；,运维流程经验/S | 实施自动化运维工/S,运维/S | 自动化运维/S,,补全半词；流程经验改为技能本身,
1908-s0009,todo,人工智能招聘,7、英文读写能力强，可与客户进行英文邮件的沟通与英文文档的撰写；,英文读写能力强/L | 英文邮件的沟通与/L,英文/L,,语种归L；能力强是修饰不标；沟通撰写是应用场景不单标,
1908-s0010,todo,人工智能招聘,8、大学本科或以上学历。,[],大学本科或以上学历/K,,学历归K,
1909-s0002,todo,人工智能招聘, 3、熟悉Hadoop、Storm、HBase、Hive等框架者优先；,Hive等/S,Hadoop/S | Storm/S | HBase/S | Hive/S,,框架是工具归S；拆开并列,
1909-s0003,todo,人工智能招聘, 4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；,团队意识及创新思/T | 与人合作/T,团队意识/T | 创新思维/T | 自我激励能力/T,,删除半词；拆开并列软技能；与人合作是团队意识的表现不重复标,
1909-s0004,todo,人工智能招聘, 5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。,表达与沟通能力以/T | 独立思考并解决问/T,表达/T | 沟通能力/T | 独立思考/T | 解决问题的能力/T,,拆分并列能力，补全半词,
1910-s0000,todo,人工智能招聘,招聘智能家居推广业务建材/装饰/房地产所在的渠道开展，发展和维护渠道，分享渠道带来的收益分享。,开展，发展和维护/S,开展/S | 发展/S | 维护渠道/S,,拆分并列技能，补全半词,
1910-s0001,todo,人工智能招聘,新楼盘智能化推广，可小区设展位推广，电话推广，享受建材圈比较有竞争力的业务提成。,设展位推广，电话/S,设展位推广/S | 电话推广/S,,拆分并列技能，补全半词,
1910-s0006,todo,人工智能招聘,工装网络建设,建设/S,建设/S,,保留,
1911-s0000,todo,人工智能招聘,工作职责岗位工作重点1、集市侧需求对接沟通2、参与履约侧业务报表开发、分层开发、应用功能开发，代码优化、sql优化岗位关键挑战1、业务中台在探索开发的背景下，数据中台的模型随之存在较高的不稳定性2、工作强度较大，需候选人具备较强的抗压能力具备较强的数据分析，问题分析，逻辑思维能力，团队协作能力，有良好的沟通能力和责任感，能够承担工作压力，独立分析和解决问题者优先;,需求对接沟/S | 业务报表开发、分/S | 模型随/K | 抗压能力具/T | 逻辑思维能力，团/T | 沟通能力和责任感/T | 工作压力，独立分/T,需求对接/S | 沟通/T | 业务报表开发/S | 分层开发/S | 应用功能开发/S | 代码优化/S | sql优化/S | 抗压能力/T | 数据分析/S | 问题分析/S | 逻辑思维能力/T | 团队协作能力/T | 沟通能力/T | 责任感/T | 独立分析/T | 解决问题/T,,拆分并列，补全半词，删除无关词,
1911-s0002,todo,人工智能招聘,知识:1、具备金融方面学科知识2、具备大数据相关知识3、英文读写能力较佳技能:1、熟悉sql2、熟悉java关键历练:业务:从事金融相关行业技术:从事大数据相关项目开发经验，具备独立完成报表设计到落地的经验任职资格1.计算机相关专业本科以上学历，数据开发工作经验一年以上，有保险行业数据开发工作经验优先考虑2.熟练掌握Java/Python/Scala等至少一门编程语言;,金融方面学科知识/K | 大数据相关知识3/K | 英文读写能力较佳/L | java关键/S | 金融相关行业技术/K | 大数据相关项目开/S | 独立完成报表设计/S | 数据开发工作经验/S | 保险行业数据开发/S | Scala等至少/S,金融/K | 大数据/K | 英文读写能力/L | sql/S | java/S | 报表设计/S | 计算机/K | 本科以上学历/K | 数据开发/S | 保险行业/K | Java/S | Python/S | Scala/S,,拆分并列，补全半词，删除序号和无关词,
1911-s0004,todo,人工智能招聘,3.掌握数据库知识，较强的SQL/ETL开发能力4.有大数据分布式计算平台开发经验，熟悉Hadoop.Hive，Storm，Spark，Flink，Kafka等大数据框架原理及应用，有阿里大数据生态Maxcompute，dataworks项目经验的优先考虑;,数据库知/K | ETL开发/S | 大数据分布式计算/S | Hadoop.Hive/S | Kafka等/S | 阿里大数据生态Maxcompute/K,数据库/K | SQL/S | ETL开发/S | 大数据分布式计算平台/K | Hadoop/S | Hive/S | Storm/S | Spark/S | Flink/S | Kafka/S | Maxcompute/S | dataworks/S,,拆分框架工具，补全半词，框架归S不归K,
1912-s0000,todo,人工智能招聘,岗位职责：1、基于运营数据和用户行为，对产品提出有效的优化需求并推动落地，并能针对每项优化需求量化去评估效果；,运营数据和用户行/K | 优化需求并推动落/S | 求量化去评估效果/S,运营数据/K | 用户行为/K | 优化/S | 推动落地/S | 量化/S | 评估效果/S,,拆分并列能力，补全半词,
1912-s0001,todo,人工智能招聘,2、负责APP积分系统的整体运营，能通过有效运营手段提升项目用户参与数和粘度；,运营/S | 通过有效运营手段/S,运营/S,,删除半词跨度，保留独立能力词,
1912-s0003,todo,人工智能招聘,4、能配合用户运营各项交互玩法，搭建完善的产品功能，支撑拉新、促活需求；,配合用/T | 各项交互玩法，搭/S | 支撑拉/S | 促活需/K,[],,所有跨度均为半词切断，违反规则1，全部删除,
1912-s0004,todo,人工智能招聘,5、负责APP资源位规划配置，对APP资源位合理性和流量产出负责。,APP资源位规划配置/S | APP资源位合理性和/K,资源位规划/S | 配置/S,,拆分并列能力，删除半词跨度,
1912-s0005,todo,人工智能招聘,任职要求：1、大专以上学历，有两年以上平台运营或产品运营工作经验，男女不限；,平台运营或产品运/S,大专以上学历/K | 平台运营/S | 产品运营/S,,补充学历，拆分并列能力，修复半词,
1912-s0006,todo,人工智能招聘,2、良好的逻辑思维能力，善于通过数据分析去挖掘用户需求和判断用户动向；,逻辑思维能力/T | 数据分析去挖掘用/S | 判断用/S,逻辑思维能力/T | 数据分析/S,,删除半词跨度，保留完整能力,
1912-s0007,todo,人工智能招聘,3、对互联网产品始终保持敏度和好奇心，有及时分析问题及解决问题能力；,分析问题及解决问/S,分析问题/S | 解决问题/S,,拆分并列能力，修复半词,
1912-s0008,todo,人工智能招聘,4、能熟悉淘宝、京东、拼多多等主流电商平台优势特色，了解淘宝客CPS业务逻辑者更佳；,淘宝/K | 京东/K | 淘宝客CPS业务/K,淘宝/S | 京东/S | 拼多多/S | 淘宝客CPS/K,,平台名称是工具归S，业务知识归K,
1913-s0000,todo,人工智能招聘,●面向酒店、地产行业客户，配合上级领导和工程部完成售前/售后 的技术支持工作。,上级领导和工程部/T | 售前/S | 售后/S | 技术支持工作/S,售前/S | 售后/S | 技术支持/S,,删除非能力跨度，拆分并列能力,
1913-s0001,todo,人工智能招聘, ●负责与客户的售前方案沟通，并能够参与技术方案的编写。,售前方案沟通/T | 技术方案的编写/K,沟通/T | 技术方案/K | 编写/S,,售前方案沟通拆分为沟通T；技术方案K+编写S,
1913-s0003,todo,人工智能招聘, ●负责配合大区运营中心经理，完成相关项目招投标工作。,配合大/T | 完成相关/T,招投标/S,,配合大、完成相关都是半词或空泛动词，删除；招投标是具体工作技能,
1913-s0007,todo,人工智能招聘, ●具备良好的沟通和业务理解能力，能够不断地自我学习，能承受较强的工作压力，能适应较为频繁的出差。,沟通和业/T,沟通/T | 业务理解能力/T | 自我学习/T | 承受较强的工作压力/T,,补全半词；拆分并列软技能；出差是地点要求不标,
1913-s0008,todo,人工智能招聘, ●具备较好的口头及书面表达能力和逻辑思维能力，可以清晰的给客户传达公司产品或项目解决方案的功能和亮点，具备要求控制和需求引导能力。,书面表达能力和逻/T | 传达公/S | 需求引导能力/T,书面表达能力/T | 逻辑思维能力/T | 需求引导能力/T,口头表达能力,补全半词；传达是动词不标；拆分并列软技能,
1914-s0000,todo,人工智能招聘,职责 1、负责网站C端用户运营团队建设及管理；,网站C端用户运营/S,用户运营/S | 团队建设/S | 管理/S,,拆分具体职业技能,
1914-s0003,todo,人工智能招聘, 4、结合业务需求，提出产品改进方向并协助研发打点，监控效果持续改进；,提出产品改进方向/S,产品改进/S | 协助研发/S | 监控效果/S,,拆分并列技能动作,
1914-s0004,todo,人工智能招聘, 5、协助市场运营，分析推广效果，制定有效的推广策略，保证流量/用户增长。,分析推广效果，制/S,分析推广效果/S,制定推广策略,补全半词；拆分并列技能,
1914-s0007,todo,人工智能招聘, 3、有大数据分析、大数据挖掘及大数据计算工具等工作经验优先考虑 4、独立负责过一款以上产品增长经验优先考虑；,大数据分析/K | 大数/K | 独立负责过一款以/S,大数据分析/S | 大数据挖掘/S | 大数据计算工具/S | 产品增长/S,,大数据分析挖掘是可执行技能归S不是K；补全大数半词；独立负责过是年限经验描述不标,
1915-s0000,todo,人工智能招聘,"（因为boss上人较多，无法一一回复，如有意向可以直接发送简历到此邮箱：951670258＠qq.com，谢谢） 职位描述： 1. 参与产品后台服务端开发, 和高并发高压力服务端性能调优;",产品后台服务端开/S | 高并发高/K,产品后台服务端开发/S | 高并发/S | 高压力服务端性能调优/S,,补全半词；高并发是技能不是知识,
1915-s0002,todo,人工智能招聘, 任职要求: 1. 本科以上学历，计算机及其相关专业，2年以上JAVA相关开发工作经验;,JAVA相关/S | 开发工作/S,本科以上学历/K | 计算机及其相关专业/K | JAVA/S | 开发/S,,补全半词；加学历专业；JAVA是工具S不是K,
1915-s0003,todo,人工智能招聘," 2. 熟练掌握Spring, Mybatis, Struts等相关技术, 能独立完成项目开发;",Struts等/S | 能独立完成项目开/S,Spring/S | Mybatis/S | Struts/S,,框架是S；拆分并列；独立完成是职责描述不标,
1915-s0004,todo,人工智能招聘," 3. 熟悉MySQL和mongodb, redis等NOSQL DB, 要求有高并发, 高压力处理经验优先;","MySQL和mongodb, redis等NOSQL/S | 高并发/S | 高压力处理经验/S",MySQL/S | mongodb/S | redis/S | NOSQL/K | 高并发/S | 高压力处理/S,,拆分并列；数据库工具S；NOSQL概念K；删半词,
1915-s0006,todo,人工智能招聘," 5.善于学习, 有良好的逻辑思维, 具有很强的分析问题和解决问题的能力, 具备良好的表达和沟通能力及团队合作精神;",学习/T | 有良好的逻辑思维/T | 分析问题和解决问/S | 表达和沟通能力及/T,学习/T | 逻辑思维/T | 分析问题/T | 解决问题/T | 表达/T | 沟通能力/T | 团队合作精神/T,,拆分并列软技能；补全半词；分析解决是软技能T,
1916-s0000,todo,人工智能招聘,公司以家具体验共享直购模式为基础，结合图像识别和增强现实技术，开拓现实场景购物市场，急需有远见卓识的专业人员加入！,图像识别和增强现/K | 有远见卓识的专业/K,[],,公司简介宣传，不标,
1916-s0001,todo,人工智能招聘,算法工程师：1.负责大数据应用项目的算法规划、数据挖掘和模型设计，涉及到的技术包括深度学习、人工智能、文本处理等。,算法规划/S | 数据挖/S | 深度学习/K | 人工智/K,算法规划/S | 数据挖掘/S | 模型设计/S | 深度学习/K | 人工智能/K | 文本处理/S,,补全半词；深度学习人工智能是领域知识K；文本处理是方法S,
1916-s0002,todo,人工智能招聘,2.与业务结合，能深入理解行业需求与客户痛点；,与业务结合/T | 深入理解行/T | 客户痛点/K,理解行业需求/T,,理解需求是软技能；痛点不是能力要求,
1916-s0003,todo,人工智能招聘,通过算法和模型解决业务问题并验证。,算法和模型解/S | 业务问题并/K,算法/S | 模型/S,,补全半词，拆开并列，验证是动词不标,
1916-s0005,todo,人工智能招聘,4.与数据开发、应用开发、产品开发人员配合联调，做模型上线和运维工作，需要持续跟踪和优化模型。,开发/S | 联调/S | 上线和运维工作/S | 跟踪和优化模/S,数据开发/S | 应用开发/S | 产品开发/S | 联调/S | 模型上线/S | 运维/S | 跟踪/S | 优化模型/S,,补全半词，拆开并列和动宾结构,
1916-s0006,todo,人工智能招聘,职位要求：1.计算机或相关专业本科及以上学历，两年以上相关工作经验；,[],计算机/K | 本科及以上学历/K,,学历和专业归K，年限不标,
1916-s0008,todo,人工智能招聘,3.熟练使用常见的协同过滤、矩阵分解、关联算法；,使用常/S | 协同过滤/S | 矩阵分/S,协同过滤/S | 矩阵分解/S | 关联算法/S,,补全半词，熟练使用不标，只标工具方法,
1917-s0000,todo,人工智能招聘,职责描述： 1、负责对接小家电或者智能3C品类产品并制定销售策略和规划，确保渠道目标达成；,对接小/S | 制定销售策略和规/S,对接/S | 制定销售策略/S | 规划/S,,补全半词，拆开并列,
1917-s0001,todo,人工智能招聘, 2、负责渠道每日、周、月监控的数据：营销数据、商品管理、顾客管理，对各种销售数据进行统计和分析，提出建设性意见；,营销数据/K | 商品管/K | 销售数据进行统计/S,营销数据/K | 商品管理/S | 顾客管理/S | 销售数据/K | 统计/S | 分析/S,数据监控,补全半词，拆开能力项，数据类知识归K管理和统计分析归S,
1917-s0002,todo,人工智能招聘, 3、制订完整的线上京东、天猫等平台产品规划和策略，针对竞品制定应对措施；,制订完/S | 产品规划和策略/S | 制定应/S,制订/S | 策略/S | 制定应对措施/S,线上产品规划,补全半词，拆开并列,
1917-s0004,todo,人工智能招聘, 任职要求： 1.本科以上学历，京东或者天猫等平台运营经验或者品牌销售经验3年以上，智能和小家电类目工作经验者优先；,京东或者/K | 天猫等平台运营经/K | 品牌销售经验/S,本科以上学历/K | 品牌销售/S,京东平台运营 | 天猫平台运营,补全半词，学历归K平台运营归S年限不标,
1917-s0005,todo,人工智能招聘, 2.年GMV过亿品牌操盘经营优先；,品牌操盘经营优先/S,品牌操盘/S,,删掉经营优先，只留核心技能,
1918-s0004,todo,人工智能招聘,【特别提示】搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递【岗位职责】1.负责网页搜索开放平台产品策划和运营；,网页搜索开放平台/K | 运营/S,网页搜索开放平台/K | 产品策划/S | 运营/S,,拆开策划和运营,
1918-s0005,todo,人工智能招聘,2.深入分析市场需求、竞争态势和用户需求，合理规划产品开发计划，通过运营不断提升使用量；,分析市场需求/S | 规划产品开发计划/S | 运营不/S | 提升使用量/S,分析/S | 规划/S | 运营/S,,删掉半词运营不，拆短不标岗位职责整句,
1918-s0007,todo,人工智能招聘,4.开放平台产品创新和探索。,创新和探索/S,[],,创新探索太宽泛删除,
1918-s0008,todo,人工智能招聘,【任职条件】1.计算机或相关专业本科以上学历；,[],计算机/K | 本科以上学历/K,,补专业和学历,
1918-s0010,todo,人工智能招聘,3.有丰富的产品规划经验，强烈的互联网用户需求意识，良好的文字和语言表达能力；,产品规划经验/S | 互联网用户需求意/K | 语言表达能力/T,产品规划/S | 表达能力/T,,删掉经验、意识等修饰，互联网用户需求意半词改正,
1918-s0011,todo,人工智能招聘,4.优秀的沟通协作和业务管理能力，逻辑思维能力强；,沟通协/T | 业务管理能/T | 逻辑思维能/T,沟通/T | 协作/T | 业务管理能力/T | 逻辑思维能力/T,,补全半词，拆开并列,
1919-s0002,todo,人工智能招聘,3、有渠道相关资源及区域市场销售经验者优先。,区域市场销售经验/K,销售/S,,删掉经验和区域市场修饰,
1920-s0000,todo,人工智能招聘,岗位职责: 1、协助工程师完成电路板焊接、调试、测试等工作;,电路板焊接/S | 调试/S,电路板焊接/S | 调试/S | 测试/S,,补充测试,
1920-s0001,todo,人工智能招聘, 2、熟悉公司各种仪器设备，完成测试并写出测试报告;,公司各种仪器/K,测试/S,,仪器设备是工作条件不是能力要求，测试是技能,
1920-s0002,todo,人工智能招聘, 3、学习公司产品设计，逐步成为一名优秀的电子工程师;,学习公/S | 产品设计，逐步成/K,[],,学习公司产品是职责描述，不是入职要求,
1920-s0003,todo,人工智能招聘, 4、配合硬件工程师完成硬件设计文档资料及相关生产资料的整合(如制作BOM表、规格书、物料替代）等。,配合硬/T | 完成硬/S | 制作BOM/S | 规格书/S | 物料替代/S,制作BOM表/S | 规格书/S | 物料替代/S,,删除半词，保留完整技能,
1920-s0005,todo,人工智能招聘, 2、能够看懂电路原理图，熟练焊接各种元器件;,够看懂电路原理图/S | 练焊接各种元器件/S,看懂电路原理图/S | 焊接/S,,补全半词，拆分独立技能,
1920-s0006,todo,人工智能招聘," 3、2年以上相关工作经验，熟练使用PADS,AD等硬件工具,能看得懂英文资料，能写;",使用PADS/S | 等硬件工具/K | 能写/S,PADS/S | 英文/L,,工具归S，英文是语种L，删除年限和半词,
1920-s0007,todo,人工智能招聘, 4、工作积极主动，责任感强，能吃苦耐劳;,积极主/T | 责任感强/T | 吃苦耐劳/T,积极主动/T | 责任感强/T | 吃苦耐劳/T,,补全软技能,
1920-s0009,todo,人工智能招聘, 6、有智能音箱，蓝牙音箱电子产品设计、测试及电子维修相关经验优先。,电子产品设计、测/S,电子产品设计/S | 测试/S | 电子维修/S,,拆分并列技能,
1921-s0000,todo,人工智能招聘,岗位职责： 1. 参与项目的需求分析，负责产品后台系统的设计、开发、调试和维护工作；,需求分析/S | 产品后台系统的设/S,需求分析/S | 设计/S | 开发/S | 调试/S | 维护/S,,补全半词，拆开并列技能,
1921-s0001,todo,人工智能招聘, 2. 负责DevOps、日志监控等研发效率平台的研发和运维 3. 推动优秀软件工程方法、流程和规范在团队落地；,日志监控等研/S | 运维/S | 推动优/S | 方法/K | 流程和规范/K | 落地/S,DevOps/S | 日志监控/S | 研发/S | 运维/S,,补全半词，删除方法流程规范落地等非独立技能,
1921-s0002,todo,人工智能招聘, 4. 负责设计文档编写、自动化测试工具编写和代码审查 5. 负责相关软件的维护完善和升级 任职要求： 1. 本科或以上学历，具有3年以上后端工作经验。,设计文档编写、自/S | 维护完/S | 和升级/S,设计文档编写/S | 自动化测试工具编写/S | 代码审查/S | 维护/S | 升级/S,,补全半词，拆开并列，删除学历年限,
1921-s0003,todo,人工智能招聘, 2. 熟练掌握CCGolang开发；,CCGolang开发/S,C/S | Golang/S,,CCGolang应为C和Golang两个语言,
1921-s0004,todo,人工智能招聘, 3. 熟悉后端系统的基础架构设计，有Beego使用经验优先;,后端系统的基础架/K | Beego使用经验/S,后端系统的基础架构设计/K | Beego/S,,补全架构设计，框架Beego归S不标使用经验,
1921-s0006,todo,人工智能招聘, 5. 熟悉网络编程，掌握TCP、UDP和HTTP等通讯协议；,网络编程/S | TCP、UDP和HTTP等通讯/K,网络编程/S | TCP/K | UDP/K | HTTP/K,,协议是知识归K，拆开并列,
1921-s0007,todo,人工智能招聘, 6. 数据结构基础扎实，逻辑思维清晰；,数据结构基/K | 逻辑思维清/T,数据结构/K | 逻辑思维清晰/T,,补全完整词,
1921-s0008,todo,人工智能招聘, 7. 具有高度的责任感，工作积极主动、学习能力强、善于总结，有良好的文档编写能力；,责任感/T | 积极主动/T | 学习能/T | 总结/T | 文档编写能力/S,责任感/T | 积极主动/T | 学习能力/T | 善于总结/T | 文档编写能力/S,,补全学习能力,
1921-s0010,todo,人工智能招聘, b. 熟悉运营商的公有云平台(电信、联通、移动)；,运营商的公有云平/K | 联通/K | 移动)/K,公有云平台/K,,补全半词，运营商名称不单独标,
1922-s0001,todo,人工智能招聘,2、未来日志分析需要和大数据分析，人工智能领域结合起来。,大数据分析，人工/K,大数据分析/K | 人工智能/K,,拆开并列，补全半词,
1922-s0003,todo,人工智能招聘,岗位技能要求：1.熟练掌握c++语法，命令，常用开发工具，掌握stl等核心API，对代码有极致要求;,命令，常用开发工/S | stl等核/S | 代码有/S,c++/S | stl/S,,只标具体工具和库，不标半词和抽象描述,
1922-s0004,todo,人工智能招聘,2.对测试有基本概念，有良好自测习惯；,对测试有基本概念/K | 自测习惯/T,测试/K | 自测/S,,测试概念是领域知识K，自测是可执行技能S,
1922-s0007,todo,人工智能招聘,能用工具分析识别未知网络协议;,工具分析识/S,分析/S | 识别/S | 网络协议/K,,拆开并列，补全半词,
1922-s0008,todo,人工智能招聘,能够看懂并修改类似ntopng源码，4.了解操作系统原理，熟悉常用操作系统api;,看懂并修改类/S | 操作系统api/K,ntopng/S | 操作系统原理/K | 操作系统api/S,,源码工具是S，原理是K，API是S,
1923-s0000,todo,人工智能招聘,职责描述： 1. 负责用户研究分析，为用户提供有效洞察数据，为业务输出有效模型数据 2. 以用户为中心、以数据为导向，产出策略并有效拆解、实施和控制 3. 负责数据策略相关架构设计与实现，搭建数据策略分析模型，实现数据策略产品化、自动化，提高业务问题解决效率 4. 构建可视化的数据分析平台，指导各个业务线的数据和策略优化 5. 基于用户行为的数据挖掘、模型构建、策略效果分析和落地应用 任职要求： 1. 硕士及以上学历，计算机、统计学或相关专业，有扎实的统计学功底，4年及以上数据分析、数据挖掘、策略等相关经验 2. 了解基本的挖掘算法，有相关工程落地经验者优先 3. 至少精通一门编程语言，熟练使用常用算法和数据结构，并具有优秀的编码能力，熟练使用SQL，掌握python或多种数据分析工具 4. 具有优秀的数据分析能力，对运营数据敏感 5. 强策略思考及结构化分析方法，强自驱、主动思考与优秀的项目推动经验 6. 对解决挑战性问题充满热情，善于解决问题和分析问题，擅长就业务和数据进行有效沟通协同，梳理业务逻辑，推动数据分析策略落地 7. 有在线教育、教育数据分析等方面工作经验的优先，会python、SQL、 jubyter的优先 马 克 数 据 网,用户研究分析/S | 提供有/S | 输出有/S | 产出策略并有效拆/S | 数据策略相关架构/S | 构建可视化的数据/S | 优化/S | 数据挖掘/S | 模型构/S | 落地应/S | 统计学或相关/K | 编程语言，熟练使/S | 编码能力，熟练使/S | 数据分析能力/S | 运营数据敏/K | 结构化分析方法/S | 主动思考与优/T | 项目推动经验/T | 解决问题和分析问/S,策略/S | 数据分析/S | 数据挖掘/S | 硕士及以上学历/K | 计算机/K | 统计学/K | 挖掘算法/K | 编程语言/S | 数据结构/K | SQL/S | python/S | 分析能力/T | 结构化分析/S | 自驱/T | 主动思考/T | 项目推动/T | 解决问题/T | 分析问题/T | 沟通/T | jubyter/S,,短而独立，拆开并列，动词只标对象,
1924-s0000,todo,人工智能招聘,【岗位要求】：1、负责公司互联网用户运营平台的整体运营管理，包括平台上线产品与行业竞争对手的情况进行综合分析，及时制定应对策略；,公司互联网用户运/S | 平台上线产品与行/S | 制定应对策略/S,运营管理/S | 分析/S | 制定/S,,只标能力要求，职责描述精简,
1924-s0001,todo,人工智能招聘,2、负责业务产品运营及推广工作，并进行产品的长期运营规划和短期计划执行；,业务产品运营及推/S | 产品的长期运营规/S,业务产品运营/S | 推广/S | 产品的长期运营规划/S | 短期计划执行/S,,补全半词；拆分并列任务,
1924-s0002,todo,人工智能招聘,3、适时作为项目负责人，策划并执行各种互联网运营活动，主动推进并协调UI、BD开发等各方资源；,策划并执行各/S | 运营活/S | 推进并协调UI/S | BD开发等各/S,策划/S | 执行/S | 互联网运营活动/S | 协调/S,,拆分并列；删除半词UI、BD；协调是独立技能,
1924-s0003,todo,人工智能招聘,4、负责跟踪平台运营数据，运用大数据分析，精准分析用户行为，推进完善用户体验；,跟踪平台运营数据/S | 分析用户行为，推/S,跟踪平台运营数据/S | 大数据分析/S | 分析用户行为/S,,补全半词；拆分独立技能,
1924-s0004,todo,人工智能招聘,5、为公司开发新社群并维护原有社群，负责适时线上社群活动策划及执行。,开发新/S | 维护原/S | 策划及执行/S,开发新社群/S | 维护/S | 社群活动策划/S | 执行/S,,补全半词；拆分策划与执行,
1924-s0005,todo,人工智能招聘,【任职资格】：1、本科以上学历，信息、管理、经营等相关专业 ；,[],本科以上学历/K | 信息/K | 管理/K | 经营/K,,学历和专业归K；拆分并列专业,
1924-s0006,todo,人工智能招聘,2、2年以上互联网策划运营管理经验，对互联网行业有深刻的认识与敏感度，有丰富的专业知识；,互联网行业有/K | 认识与敏感度/K | 专业知识/K,互联网策划运营管理/S | 互联网行业/K,,删年限；互联网行业是领域知识K；删口号敏感度,
1924-s0007,todo,人工智能招聘,对互联网的商业模式有深入、成功的实战经验；,互联网的商业模式/K,互联网的商业模式/K,,商业模式是领域知识,
1924-s0008,todo,人工智能招聘,"3、能够独立维护公司日常互联网平台,具有较强的语言组织能力和营销文案撰写能力；",维护公司日常互联/S | 语言组织能力和营/T,维护/S | 互联网平台/S | 语言组织能力/T | 营销文案撰写/S,,补全半词；拆分并列；文案撰写是可执行技能S,
1924-s0009,todo,人工智能招聘,4、良好的沟通协调与推动项目的能力，有清晰的运营规划理念；,沟通协调与推动项/T | 运营规划理/K,沟通协调/T | 推动项目/T | 运营规划/K,,修正半词，拆分并列能力,
