n,cross_split,locations,text_preview
2,0,test:1987-s0090|test:1987-s0091,五、考试方式 各岗位考试方式均为面试，面试由试讲与答辩两个环节组成，成绩以百分制计算。
2,0,test:1987-s0092|test:1987-s0093,试讲与答辩成绩当场告知考生，都以60分为合格分数线。
2,0,test:1987-s0094|test:1987-s0095,报考岗位最终成绩计算方法：总成绩＝试讲成绩×50%+答辩成绩×50%。
2,0,test:1987-s0096|test:1987-s0097,在上述范围内的应聘人员，请在成绩公布后保持联系方式畅通，联系不到者视为自动放弃。
2,0,test:1987-s0098|test:1987-s0099,六、体检和考察 在面试成绩合格者中，按招聘岗位拟招聘人数1:1的比例从高分到低分确定参加体检人员（如面试成绩相同进行加试，以加试成绩高者在前）。
2,0,test:1987-s0100|test:1987-s0101,体检标准参照《国家公务员录用体检通用标准（试行）》执行。
2,0,test:1987-s0102|test:1987-s0103,体检合格后，南通开放大学组织考察，考察工作参照《江苏省公务员录用考察办法（试行）》执行。
2,0,test:1987-s0104|test:1987-s0105,根据任职要求和岗位条件，重点考察其思想素质、道德品行、能力素质、心理素质、遵纪守法、廉洁自律、职位匹配及核实应聘人员报考资格条件及提交的报考信息和材料的真实准确等。
2,0,test:1987-s0106|test:1987-s0107,七、公示 南通开放大学根据体检和考察结果，集体研究确定拟聘用人员名单，报南通市人力资源和社会保障局。
2,0,test:1987-s0108|test:1987-s0109,拟聘用人员名单将在南通市人力资源和社会保障网站及南通开放大学官网公示7个工作日。
2,0,test:1987-s0110|test:1987-s0111,拟聘人员名单公示后，应聘人员如无正当理由放弃聘用资格的，南通开放大学将在名单公示结束后的1年内取消其再次应聘本单位的资格。
2,0,test:1987-s0112|test:1987-s0113,八、聘用和递补 经公示无异议的拟聘用人员，由南通开放大学报送南通市人力资源和社会保障局审批，办理聘用审批手续并发放《聘用通知书》。
2,0,test:1987-s0114|test:1987-s0115,拟聘用人员应在《聘用通知书》规定时间内报到并办理聘用手续，签订聘用合同，期限不低于3年（含试用期）。
2,0,test:1987-s0116|test:1987-s0117,初次就业的人员试用期为12个月，其他人员试用期为6个月，试用期满考核合格予以定岗定级。
2,0,test:1987-s0118|test:1987-s0119,属于下列情况之一者，取消聘用资格：①在规定期限内，无工作单位的人员不与南通开放大学签订聘用合同者，有工作单位的人员不能提供与原单位解除关系证明者。
2,0,test:1987-s0120|test:1987-s0121,②2023年毕业生不能按期取得相应学历、学位证书者，岗位条件明确要求的材料不能提供者。
2,0,test:1987-s0122|test:1987-s0123,③应聘信息及材料不符合实际招聘要求或作假人员。
2,0,test:1987-s0124|test:1987-s0125,④试用期考核不合格者，取消聘用资格，解除聘用合同。
2,0,test:1987-s0126|test:1987-s0127,因下列情形导致拟聘岗位出现空缺的，在该岗位面试合格者中按照面试成绩从高分到低分依次递补： （一）应聘人员考察或体检不符合要求的；
2,0,test:1987-s0128|test:1987-s0129,（二）拟聘用人选公示的结果影响聘用的；
2,0,test:1987-s0130|test:1987-s0131,（三）拟聘人员明确放弃聘用的；
2,0,test:1987-s0132|test:1987-s0133,（四）其他导致拟聘岗位空缺的情形。
2,0,test:1987-s0134|test:1987-s0135,聘用审批后不再递补。
2,0,test:1987-s0136|test:1987-s0137,九、招聘政策咨询 南通开放大学负责此次招聘政策咨询。
2,0,test:1987-s0138|test:1987-s0139,招聘政策咨询：邮箱ntkdrsc@126.com，或电话咨询0513-83559926（工作日上午8:30—11:30，下午14:00—17:00）。
2,0,test:1987-s0140|test:1987-s0141,联系人：朱老师。
2,0,test:1987-s0142|test:1987-s0143,十、纪律监督 招聘工作以本《公告》为依据，一经发现并查实不符合本公告规定以及徇私舞弊、弄虚作假的，即取消应聘人员的考试和聘用资格，并追究相关工作人员责任。
2,0,test:1987-s0144|test:1987-s0145,南通开放大学纪委办公室对此次招聘工作进行纪律监督。
2,0,test:1987-s0146|test:1987-s0147,监督电话：0513-83559270 南通开放大学 2023年8月1日 附件1：2023年南通开放大学公开招聘高层次人才岗位表.xlsx 附件2：江苏省2023年度考试录用公务员专业参考目录.doc 附件3：南通开放大学公开招聘高层次人才报
2,0,test:1988-s0000|test:1988-s0001,根据《事业单位人事管理条例》及《河北省事业单位公开招聘工作人员暂行办法》，为满足我县事业单位工作需要，2023年面向社会公开招聘工作人员143名。
2,0,test:1988-s0002|test:1988-s0003,现公告如下：一、招聘原则和方式坚持德才兼备和民主、公开、竞争、择优的原则，在考试、考核的基础上择优聘用。
2,0,test:1988-s0004|test:1988-s0005,二、招聘名额公开招聘事业单位工作人员143名。
2,0,test:1988-s0006|test:1988-s0007,岗位、人数、条件等详见《涿鹿县2023年事业单位公开招聘工作人员岗位信息表》(附件1)。
2,0,test:1988-s0008|test:1988-s0009,三、招聘对象和条件（一）应聘人员应具备以下基本条件：1.具有中华人民共和国国籍，遵守宪法和法律。
2,0,test:1988-s0010|test:1988-s0011,2.具有良好的品行和职业道德，无政治历史问题，无违法违纪行为。
2,0,test:1988-s0012|test:1988-s0013,3.具有国家承认的大学专科及以上学历的毕业生。
2,0,test:1988-s0014|test:1988-s0015,4.具有正常履行职责的身体条件，参照公务员录用体检通用标准（国人部发〔2005〕1号文件印发、人社部发〔2016〕140号文件修订）。
2,0,test:1988-s0016|test:1988-s0017,5.年龄一般在18周岁以上、35周岁以下（1987年8月7日至2005年8月6日期间出生）。
2,0,test:1988-s0018|test:1988-s0019,硕士研究生年龄可放宽到40周岁以下（1982年8月7日以后出生）。
2,0,test:1988-s0020|test:1988-s0021,计算年龄、户籍、档案关系等时间的截止日期为2023年8月7日。
2,0,test:1988-s0022|test:1988-s0023,6.通过自学考试、成人教育等非普通高等学历教育形式取得的学历（学位）须于2023年7月31日前取得；
2,0,test:1988-s0024|test:1988-s0025,普通高等学历教育（非在职）应届毕业生须于2023年7月31日前毕业取得学历（学位）；
2,0,test:1988-s0026|test:1988-s0027,留学回国人员须于2023年7月31日前取得国（境）外学位并完成教育部留学服务中心学历认证。
2,0,test:1988-s0028|test:1988-s0029,7.岗位条件中要求涿鹿县户籍的需具备以下条件之一：①应聘者本人具有涿鹿县户籍；
2,0,test:1988-s0030|test:1988-s0031,②应聘者的父母具有涿鹿县户籍；
2,0,test:1988-s0032|test:1988-s0033,③应聘者的配偶具有涿鹿县户籍；
2,0,test:1988-s0034|test:1988-s0035,④应聘者配偶的父母具有涿鹿县户籍。
2,0,test:1988-s0036|test:1988-s0037,8.职业院校毕业生报考时，在符合专业等其他条件的前提下，技工院校预备技师（技师）班毕业生可报名应聘学历要求为大学本科的岗位，高级工班毕业生可报名应聘学历要求为大学专科的岗位。
2,0,test:1988-s0038|test:1988-s0039,9.留学回国人员和其他海外、外国学历学位获得者的专业名称与招聘岗位要求专业名称不完全一致，但所学专业课程与招聘岗位专业课程大部分相同，且符合该岗位所需要的其他条件的，也可报考该招聘岗位。
2,0,test:1988-s0040|test:1988-s0041,（二）其他条件1.岗位条件中“高校毕业生”是指：（1）纳入国家统招计划、被普通高等院校录取，毕业后持有《全国普通高校毕业生就业协议书》的2023年高校毕业生；
2,0,test:1988-s0042|test:1988-s0043,（2）国家统一招生的2021年、2022年普通高校毕业生择业期内未落实工作单位，其档案关系仍保留在原毕业学校，或保留在各级毕业生就业主管部门（毕业生就业指导服务中心）、各级人才交流服务机构和各级公共就业服务机构的高校毕业生；
2,0,test:1988-s0044|test:1988-s0045,（3）2023年取得国（境）外学位并完成教育部门学历认证的留学回国人员，以及2021年、2022年取得国（境）外学位并完成教育部门学历认证且未落实工作单位的留学回国人员；
2,0,test:1988-s0046|test:1988-s0047,（4）普通高等院校在校生或毕业当年入伍，退役后（含复学毕业）2年内未落实工作单位的退役士兵。
2,0,test:1988-s0048|test:1988-s0049,2.岗位条件中“服务基层项目人员”是指：（1）在涿鹿县服务且2023年当年服务期满的“三支一扶”计划志愿者、“大学生志愿服务西部计划”人员；
2,0,test:1988-s0050|test:1988-s0051,（2）“退役大学生士兵”是指以下两类人员：一是具有涿鹿县户籍且从涿鹿县应征入伍，入伍前即取得普通高等教育全日制大学专科及以上学历的退役士兵；
2,0,test:1988-s0052|test:1988-s0053,二是具有涿鹿县户籍且大学期间从涿鹿县应征入伍、服役期满退出现役后复学，取得普通高等教育全日制大学专科以上学历的退役士兵；
2,0,test:1988-s0054|test:1988-s0055,（3）2023年应届毕业生中服务北京2022年冬奥会、冬残奥会的大学生志愿者。
2,0,test:1988-s0056|test:1988-s0057,（三）下列情况的不在招聘范围1.在读非应届普通高校学生。
2,0,test:1988-s0058|test:1988-s0059,2.试用期内的公务员和试用期内的事业单位工作人员、未满最低服务年限或未满约定最低服务期限的人员。
2,0,test:1988-s0060|test:1988-s0061,3.现役军人。
2,0,test:1988-s0062|test:1988-s0063,4.被依法列为失信联合惩戒对象的。
2,0,test:1988-s0064|test:1988-s0065,5.被开除中国共产党党籍的。
2,0,test:1988-s0066|test:1988-s0067,6.曾因犯罪受过刑事处罚和被开除公职的人员。
2,0,test:1988-s0068|test:1988-s0069,7.未经原单位同意或行业有规定不得应聘的机关事业单位正式在编人员。
2,0,test:1988-s0070|test:1988-s0071,8.应聘人员不得报考聘用后即构成回避关系的招聘岗位。
2,0,test:1988-s0072|test:1988-s0073,回避关系是指《事业单位人事管理回避规定》的有关规定执行。
2,0,test:1988-s0074|test:1988-s0075,即事业单位工作人员凡有下列亲属关系的，不得在同一事业单位聘用至具有直接上下级领导关系的管理岗位，不得在其中一方担任领导人员的事业单位聘用至从事组织（人事）、纪检监察、审计、财务工作的岗位，也不得聘用至双方直接隶属于同一领导人员的从事组织（人
2,0,test:1988-s0076|test:1988-s0077,②直系血亲关系，包括祖父母、外祖父母、父母、子女、孙子女、外孙子女；
2,0,test:1988-s0078|test:1988-s0079,③三代以内旁系血亲关系，包括叔伯姑舅姨、兄弟姐妹、堂兄弟姐妹、表兄弟姐妹、侄子女、甥子女；
2,0,test:1988-s0080|test:1988-s0081,④近姻亲关系，包括配偶的父母、配偶的兄弟姐妹及其配偶、子女的配偶及子女配偶的父母、三代以内旁系血亲的配偶；
2,0,test:1988-s0082|test:1988-s0083,⑤其他亲属关系，包括养父母子女、形成抚养关系的继父母子女及由此形成的直系血亲、三代以内旁系血亲和近姻亲关系。
2,0,test:1988-s0084|test:1988-s0085,9、法律法规规定不得招聘为事业单位工作人员的其他情形人员。
2,0,test:1988-s0086|test:1988-s0087,四、招聘程序（一）发布公告通过张家口市人力资源和社会保障局网站、涿鹿县人民政府网站向社会公开发布招聘信息。
2,0,test:1988-s0088|test:1988-s0089,（二）网上报名和资格初审招聘公告发布后，应聘人员可登录报名系统网上报名，报名与资格初审、缴费均在网上实现，每名应聘人员只能报考一个岗位。
2,0,test:1988-s0090|test:1988-s0091,1.报名系统网址：张家口市人力资源和社会保障局网站“事业单位招聘3”专栏（http://rsj.zjk.gov.cn）2.报名时间：2023年8月14日上午9：00—8月18日下午17：00。
2,0,test:1988-s0092|test:1988-s0093,3.缴费时间：2023年8月14日上午9：00—8月19日下午17：00。
2,0,test:1988-s0094|test:1988-s0095,4.“服务基层项目人员”岗位报名时间为8月14日至8月16日，截止到16日下午17:00“服务基层项目人员”岗位报名人数和岗位招聘人数的比例未达到2：1时，8月17日9：00至18日17：00将对其他符合该职位报考条件的考生开放报名。
2,0,test:1988-s0096|test:1988-s0097,5.报考“服务基层项目人员”岗位的考生，在报名网站报名时，同时将相关证明材料（参照资格复审所需材料）原件扫描成PDF格式发送至zlxgkzp@163.com进行专项审核，邮件名称格式为：报考岗位+姓名+报名号。
2,0,test:1988-s0098|test:1988-s0099,报名当日17:00前未按时提交证明材料的视为“审核不通过”。
2,0,test:1988-s0100|test:1988-s0101,6.报名考务费：每人100元（网上缴费）。
2,0,test:1988-s0102|test:1988-s0103,报名考务费减免对象和办法。
2,0,test:1988-s0104|test:1988-s0105,享受建档立卡脱贫家庭的考生和城乡低保家庭的考生，先在网上交费，待考试结束后7个工作日内考生到涿鹿县人力资源和社会保障局事业单位管理科审核并办理减免考试报名考务费用的退费手续。
2,0,test:1988-s0106|test:1988-s0107,审核确定符合减免条件的考生，所退费用退回原交费账户。
2,0,test:1988-s0108|test:1988-s0109,建档立卡脱贫家庭的考生需提供本人身份证和原扶贫手册（复印件）；
2,0,test:1988-s0110|test:1988-s0111,城乡低保家庭的考生需提供本人身份证和其家庭所在地的县（区）民政部门出具的享受最低生活保障的证明或低保证（复印件）。
2,0,test:1988-s0112|test:1988-s0113,退费事宜逾期不再办理。
2,0,test:1988-s0114|test:1988-s0115,网上报名基本程序：1.考生开始报名前，须完全了解本次招聘政策和拟应聘岗位条件，认真阅读《报名须知》并同意《诚信承诺书》，然后参照“考生操作指南”按步骤进行具体操作。
2,0,test:1988-s0116|test:1988-s0117,2.网上报名实行严格的自律机制，必须承诺履行《诚信承诺书》，考生对提交审核的报名信息的真实性负责，在资格复审时，凡发现网上填报的信息与实际情况不一致的，取消应聘资格。
2,0,test:1988-s0118|test:1988-s0119,3.网上报名须用有效的二代《居民身份证》申请“报名号”，并预选应聘岗位，获取“报名号”和“初始密码”后才能登录报名系统，进行填表和提交审核，报名号是登录报名系统的唯一标识，密码可修改，均务必牢记并保管好。
2,0,test:1988-s0120|test:1988-s0121,4.按照《填表说明》规范填写或选择表项，上传的电子照片要符合要求，否则将被报名系统自动拒绝。
2,0,test:1988-s0122|test:1988-s0123,报考信息通过审核后才能进行交费操作，交费成功即完成报名。
2,0,test:1988-s0124|test:1988-s0125,5.考生“提交审核”后信息将被锁定，在未反馈审核结果前不能修改。
2,0,test:1988-s0126|test:1988-s0127,一般情况下，审核员24小时内会在报名系统上回复审核结果。
2,0,test:1988-s0128|test:1988-s0129,“审核未过”的，可根据提示的未过原因，修改信息或改报岗位并重新提交审核；
2,0,test:1988-s0130|test:1988-s0131,“审核通过”的，将不能再修改，进入交费程序。
2,0,test:1988-s0132|test:1988-s0133,请考生尽量不要选择最后时刻报名，以免因报考条件不符或填报信息不完整等原因“审核未过”而错失改报机会。
2,0,test:1988-s0134|test:1988-s0135,6.应聘考生务必牢记报名和交费截止时间、打印《笔试准考证》时间、笔试时间等重要时间信息，凡是在规定时间未完成相关操作的，将被视为自动放弃。
2,0,test:1988-s0136|test:1988-s0137,同时，报名和考试期间务必保管好个人的证件和信息，因个人原因造成丢失、被他人盗用和信息被恶意篡改而影响报名和考试的，责任自负。
2,0,test:1988-s0138|test:1988-s0139,资格初审期间，请考生及时关注网上资格初审结果，并进行后续相应操作处理，因不及时查看网上审核结果错失报名机会的，后果由考生本人负责。
2,0,test:1988-s0140|test:1988-s0141,报名截止前2天报名人数比较集中，请尽量避开报名高峰期，以提高报名效率。
2,0,test:1988-s0142|test:1988-s0143,（三）笔试考试1.笔试开考比例。
2,0,test:1988-s0144|test:1988-s0145,岗位报名人数和岗位招聘人数的比例不低于2：1，报名人数达不到笔试开考比例的，按比例核减直至取消该岗位招聘计划。
2,0,test:1988-s0146|test:1988-s0147,报考被核减或被取消岗位的考生，不能再报其他岗位。
2,0,test:1988-s0148|test:1988-s0149,减少或取消岗位人数的公告将于8月20日在报名系统网站公布，请广大考生适时查询。
2,0,test:1988-s0150|test:1988-s0151,对报考核减或取消招聘岗位的考生，报名考务费退还到考生缴费账户。
2,0,test:1988-s0152|test:1988-s0153,2.笔试考试时间和地点。
2,0,test:1988-s0154|test:1988-s0155,笔试考试时间在报名系统网站另行通知，请广大考生随时关注报名系统网站发布的最新信息。
2,0,test:1988-s0156|test:1988-s0157,考试地点和具体时间详见《笔试准考证》，应聘人员按照《笔试准考证》上确定的考试地点、考场及要求参加考试。
2,0,test:1988-s0158|test:1988-s0159,3.笔试准考证打印。
2,0,test:1988-s0160|test:1988-s0161,完成网上报名的考生，根据网上通知时间，登录原报名网站，打印《笔试准考证》，逾期没有打印准考证视为自动放弃笔试。
2,0,test:1988-s0162|test:1988-s0163,笔试时，考生须持《二代居民身份证》、《笔试准考证》进入考场。
2,0,test:1988-s0164|test:1988-s0165,4.考试方式及内容。
2,0,test:1988-s0166|test:1988-s0167,笔试考试采取闭卷的方式。
2,0,test:1988-s0168|test:1988-s0169,报考公共类岗位的考生，参加公共类专业科目笔试；
2,0,test:1988-s0170|test:1988-s0171,报考医学类岗位的考生，参加医学类专业科目笔试。
2,0,test:1988-s0172|test:1988-s0173,公共类专业科目笔试包括《职业能力测验》、《公共基础知识》，两部分比例约为5:5，考试时间为120分钟，满分为100分。
2,0,test:1988-s0174|test:1988-s0175,医学类专业科目笔试包括《医学相关知识》、《公共基础知识》，两部分比例约为8:2，考试时间为120分钟，满分为100分。
2,0,test:1988-s0176|test:1988-s0177,职业能力测验主要包括：语言理解与表达、数量关系、判断推理、资料分析及综合常识等。
2,0,test:1988-s0178|test:1988-s0179,公共基础知识主要包括：政治（含时政）、法律、经济、公共管理、公文写作、职业道德、人文、国情等。
2,0,test:1988-s0180|test:1988-s0181,医学相关知识主要包括：医疗基础与临床知识、公共卫生知识、医学理论、卫生法学、职业道德素养等。
2,0,test:1988-s0182|test:1988-s0183,5.成绩查询。
2,0,test:1988-s0184|test:1988-s0185,笔试结束1周左右，在报名网站公布笔试成绩、笔试最低控制分数线、进入资格复审人选和证件审核时间、地点，请考生及时上网查询。
2,0,test:1988-s0186|test:1988-s0187,6.设置笔试合格分数线（即：笔试最低控制分数线）。
2,0,test:1988-s0188|test:1988-s0189,笔试最低控制分数线由涿鹿县事业单位公开招聘领导小组根据考生考试总体情况划定。
2,0,test:1988-s0190|test:1988-s0191,对在笔试最低控制分数线以上的考生，根据招聘计划和笔试成绩，分岗位按不高于2：1的比例确定进入面试人选，比例内末位笔试成绩并列的都进入面试人选。
2,0,test:1988-s0192|test:1988-s0193,（四）资格复审考生本人需携带相关证件和材料参加资格复审。
2,0,test:1988-s0194|test:1988-s0195,进入资格复审的人选须提供的证件和材料是：按照招聘岗位条件要求能够证明自己资格条件的二代身份证、户口本、毕业证、学位证、资格证、笔试准考证、学信网下载打印的《教育部学籍在线验证报告》等相关证件材料原件和复印件。
2,0,test:1988-s0196|test:1988-s0197,1.2021年、2022年毕业生报考“高校毕业生”岗位的考生还需要提供由档案存放部门出具的存档证明和《未就业承诺书》；
2,0,test:1988-s0198|test:1988-s0199,2.2023年应届毕业生还需要提供《全国普通高校毕业生就业协议书》，2023年应届毕业生未取得毕业证的还需要提供毕业院校出具的证明；
2,0,test:1988-s0200|test:1988-s0201,3.报考“服务基层项目人员”岗位中“三支一扶”计划志愿者、“大学生志愿服务西部计划”人员，还需要提供服务期满合格证书及复印件和涿鹿县相关部门提供的在岗服务证明原件，证明中需注明服务起止时间、是否续聘及历年考核情况；
2,0,test:1988-s0202|test:1988-s0203,4.报考“服务基层项目人员”岗位中“退役大学生士兵”，还需要提供《退役证》原件及复印件、《入伍通知书》复印件（加盖涿鹿县人武部公章）；
2,0,test:1988-s0204|test:1988-s0205,5.报考“服务基层项目人员”岗位中“服务冬奥志愿者”，还需要提供国家冬奥办颁发的志愿服务证书原件及复印件；
2,0,test:1988-s0206|test:1988-s0207,6.已与现工作单位签订过劳动（聘用）合同的机关事业单位正式在编人员还需要提供单位同意报考证明（加盖单位公章、主要领导签字）；
2,0,test:1988-s0208|test:1988-s0209,7.资格复审合格即进入面试程序。
2,0,test:1988-s0210|test:1988-s0211,因报名时填报信息不实、不符合应聘条件、不按时限和要求提供资格复审资料或无故不参加资格复审的考生，取消进入面试及后续资格，并依据本岗位笔试成绩由高分到低分的顺序递补一次进入面试（递补时，笔试成绩并列的，一并进入面试），对严重弄虚作假行为要追究
2,0,test:1988-s0212|test:1988-s0213,（五）面试1.面试时间在报名网站另行通知，面试地点及具体要求等详见《面试通知单》，请广大考生随时关注报名网站发布的最新信息。
2,0,test:1988-s0214|test:1988-s0215,2.采取结构化面试的方式，时间6分钟，每名考生需回答2道题，主要测试内容包括理论素养、综合分析、临场应变、仪容举止、语言表达能力以及心理素质等。
2,0,test:1988-s0216|test:1988-s0217,3.面试时，考生只准报抽签顺序号，不得报姓名及个人信息，否则视为违纪。
2,0,test:1988-s0218|test:1988-s0219,4.面试由涿鹿县事业单位公开招聘工作领导小组统一组织，采取体操式打分法，评委现场打分，即去掉一个最高分和一个最低分，其他5位评委的平均分为面试成绩。
2,0,test:1988-s0220|test:1988-s0221,面试成绩满分100分，合格分数线为60分，低于面试合格分数线者，取消进入后续资格。
2,0,test:1988-s0222|test:1988-s0223,5.如招聘岗位实际面试人员未形成竞争（即参加面试人数少于或等于该岗位拟招聘人数），该岗位面试人员面试成绩低于其所在面试考官组使用同一面试题本面试所有人员平均成绩的，取消进入后续资格。
2,0,test:1988-s0224|test:1988-s0225,6.综合成绩计算公共类综合成绩=笔试成绩×50%+面试成绩×50%医学类综合成绩=笔试成绩×50%+面试成绩×50%根据各职位招聘名额，按照笔试、面试的综合成绩排名，其中，笔试、面试有一项缺考或低于合格分数线者，不计总成绩。
2,0,test:1988-s0226|test:1988-s0227,同一职位综合成绩出现并列时，笔试成绩高者优先，笔试成绩并列时，学历高者优先。
2,0,test:1988-s0228|test:1988-s0229,（六）体检根据应聘人员考试综合成绩，按1:1的比例确定参加体检人选，到指定医院参照《公务员录用体检通用标准》进行体检，费用自理。
2,0,test:1988-s0230|test:1988-s0231,初次体检不合格者允许复检一次，复检仍不合格者，取消聘用资格。
2,0,test:1988-s0232|test:1988-s0233,无故未按时参加体检的、放弃体检资格及体检不合格者，取消聘用资格，并按综合成绩由高到低的顺序递补一次。
2,0,test:1988-s0234|test:1988-s0235,（七）考察审档考察由涿鹿县人力资源和社会保障局会同事业单位主管部门负责。
2,0,test:1988-s0236|test:1988-s0237,对体检合格者政治思想、道德品质、工作能力和现实表现进行考察，并对个人档案材料及相关证件的真实性进行审查。
2,0,test:1988-s0238|test:1988-s0239,被考察人员应配合提交考察工作所需的人事档案及其他相关资料。
2,0,test:1988-s0240|test:1988-s0241,不能按规定提供或无正当理由逾期不予提供的，视为自动放弃，取消聘用资格。
2,0,test:1988-s0242|test:1988-s0243,考察工作主要参照《关于做好公务员录用考察工作的通知》（国公局发〔2013〕2号）文件执行。
2,0,test:1988-s0244|test:1988-s0245,在考察中，发现考察对象有下列情形之一的，不得将其确定为聘用人选：1.不具备报考资格条件的，未达到事业单位工作人员基本素质标准的，有事业单位工作人员职业应当禁止的行为的，具体包括：散布有损国家声誉的言论，组织或者参加旨在反对国家的集会、游行、
2,0,test:1988-s0246|test:1988-s0247,组织或者参加非法组织；
2,0,test:1988-s0248|test:1988-s0249,玩忽职守，贻误工作的；
2,0,test:1988-s0250|test:1988-s0251,压制批评，打击报复的；
2,0,test:1988-s0252|test:1988-s0253,弄虚作假，误导、欺骗领导或公众的；
2,0,test:1988-s0254|test:1988-s0255,贪污、行贿、受贿，利用职务之便为自己或者他人谋取私利的；
2,0,test:1988-s0256|test:1988-s0257,违反财经纪律，浪费国家或集体资财的；
2,0,test:1988-s0258|test:1988-s0259,滥用职权，侵害公民、法人或者其他组织的合法权益的；
2,0,test:1988-s0260|test:1988-s0261,泄露国家秘密或者工作秘密的；
2,0,test:1988-s0262|test:1988-s0263,在对外交往中损害国家荣誉和利益的；
2,0,test:1988-s0264|test:1988-s0265,参与或者支持色情、吸毒、赌博、迷信等活动的；
2,0,test:1988-s0266|test:1988-s0267,严重违反职业道德、社会公德、家庭美德的。
2,0,test:1988-s0268|test:1988-s0269,2.曾有违法违纪违规行为的，具体包括：触犯刑律被免予刑事处罚的；
2,0,test:1988-s0270|test:1988-s0271,曾受过劳动教养的；
2,0,test:1988-s0272|test:1988-s0273,曾被开除公职的；
2,0,test:1988-s0274|test:1988-s0275,曾被开除党、团籍的；
2,0,test:1988-s0276|test:1988-s0277,在高等教育期间受到开除学籍处分的；
2,0,test:1988-s0278|test:1988-s0279,在国家法定考试中有严重舞弊行为的；
2,0,test:1988-s0280|test:1988-s0281,近三年内曾受记大过、降级、撤职、留用（留党、留校）察看等处分的；
2,0,test:1988-s0282|test:1988-s0283,事业单位工作人员被降低岗位等级或者撤职后不满三年的；
2,0,test:1988-s0284|test:1988-s0285,担任领导职务的公务员引咎辞职或责令辞职不满三年的；
2,0,test:1988-s0286|test:1988-s0287,隐瞒个人重要信息，欺骗或误导组织的。
2,0,test:1988-s0288|test:1988-s0289,3.政治品德不良，社会责任感和为人民服务意识较差，以及其他不宜担任事业单位工作人员的情形。
2,0,test:1988-s0290|test:1988-s0291,（八）公示、聘用1.根据考试成绩及体检、考察结果，确定拟聘用人员并将拟聘用人员名单在张家口市人力资源和社会保障局网站、涿鹿县人民政府网站公示7个工作日。
2,0,test:1988-s0292|test:1988-s0293,2.公示期间有人举报经查实影响聘用以及体检、考察不合格取消聘用资格或在此期间自动放弃者，所空出的岗位依据综合成绩由高到低顺序依次递补。
2,0,test:1988-s0294|test:1988-s0295,3.对公示期满无异议的，或有反映问题但经核实不影响聘用的，由事业单位主管部门提出聘用意见，审批后按有关规定签订聘用合同，办理就业、流动、工资、社保等相关手续。
2,0,test:1988-s0296|test:1988-s0297,4.被聘用人员列入事业编制，待遇按有关规定执行。
2,0,test:1988-s0298|test:1988-s0299,被聘用人员按相关政策规定实行试用期，试用期一并计算在聘用合同期限内。
2,0,test:1988-s0300|test:1988-s0301,试用期满考核合格的，予以正式聘用，不合格的，取消聘用。
2,0,test:1988-s0302|test:1988-s0303,本次招聘的事业单位人员设定服务年限为5年（含试用期），签订最低服务年限协议，协议期限内不予办理调出县外手续。
2,0,test:1988-s0304|test:1988-s0305,五、其他相关事宜1.考生必须履行《诚信承诺书》要求，对个人提交信息和提供材料的真实性负责。
2,0,test:1988-s0306|test:1988-s0307,资格审核贯穿招聘工作全过程，在任何环节，发现考生不符合招聘条件，弄虚作假的，取消应聘资格，问题严重的要追究责任。
2,0,test:1988-s0308|test:1988-s0309,2.考生在网上报名时，务必填写本人常用的联系方式，并保持手机等通讯设备畅通，因通讯不畅影响报名、考试、资格审查、体检、考察、递补的，后果自负。
2,0,test:1988-s0310|test:1988-s0311,3.相关人员要认真执行回避等有关规定，构成回避情形时，要自觉、主动回避。
3,0,test:1988-s0312|test:1988-s0313|test:1988-s0314,4.在公开招聘过程中发现违纪违规行为，严格按照《事业单位公开招聘违纪违规行为处理规定》等处理。
3,0,test:1988-s0315|test:1988-s0316|test:1988-s0317,5.招聘工作全程在纪检监察部门监督、指导下进行，并欢迎社会各界监督。
3,0,test:1988-s0318|test:1988-s0319|test:1988-s0320,本方案未尽事宜，由涿鹿县事业单位公开招聘工作领导小组研究决定。
3,0,test:1988-s0321|test:1988-s0322|test:1988-s0323,本公告发布后，如有突发重大变化，将按照上级指示精神，酌情调整变更相关工作安排。
3,0,test:1988-s0324|test:1988-s0325|test:1988-s0326,特别提醒：本次考试不指定考试辅导用书，不举办也不委托任何机构或个人举办考试辅导培训班。
3,0,test:1988-s0327|test:1988-s0328|test:1988-s0329,目前社会上出现的假借事业单位招聘考试命题组、专门培训机构等名义举办的辅导班、辅导网站或发行的出版物、上网卡等，均与本次考试无关。
3,0,test:1988-s0330|test:1988-s0331|test:1988-s0332,敬请广大应聘者提高警惕，切勿上当受骗。
3,0,test:1988-s0333|test:1988-s0334|test:1988-s0335,咨询电话：0313-6586386监督电话：0313-6583150附件1.《涿鹿县2023年事业单位公开招聘工作人员岗位信息表》.xlsx附件2.《事业单位公开招聘违纪违规行为处理规定》.docx涿鹿县事业单位公开招聘工作领导小组2023
3,0,test:1989-s0000|test:1989-s0001|test:1989-s0002,华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者考核工作已于2023年8月16日完成。
3,0,test:1989-s0003|test:1989-s0004|test:1989-s0005,"根据《深圳市福田区2023年7月公开选用机关事业单位辅助人员和社区专职工作者公告》要求,现将总成绩及入围体检人员名单等相关事项公告如下：一、入围体检人员入围体检人员名单详见附件。"
