id,domain,status,kimi_status,human_priority,doubao_n_dropped,codex,doubao,kimi,rule,sentence
1948-s0005,阿里云公开数据集,empty_mismatch,pending,True,2,管理/S | 培养/S,[],,团队建设与管理/T | 及团队成员的培养/T,"', '6、负责团队建设与管理，以及团队成员的培养；"
1948-s0006,阿里云公开数据集,span_mismatch,pending,True,0,计算机/K | 相关专业/K | 本科及以上学历/K,计算机/K | 信息管理/K | 本科及以上学历/K,,计算机/K | 信息管理/K,"', '任职要求：', '1、计算机、信息管理相关专业本科及以上学历；"
1948-s0007,阿里云公开数据集,empty_mismatch,pending,True,1,[],IT经理工作/S,,工作经验/T | IT经理工作/K | 机械等制/K,"', '2、5年以上工作经验，3年以上IT经理工作经验，机械等制造行业优先；"
1948-s0008,阿里云公开数据集,span_mismatch,pending,True,6,设计/S,信息规划能力/S,,信息规划能力/S | 能提出合理化建议/S | 设计/S | 执行和决策/S | 信息技术市/K | 敏锐度/T | 信息化技术发/K | 提供决策性的建议/S,"', '3、有较强的信息规划能力，能提出合理化建议，成为IT方面的设计、执行和决策者，对信息技术市场具有一定敏锐度，对公司信息化技术发展提供决策性的建议；"
1948-s0009,阿里云公开数据集,empty_mismatch,pending,True,2,[],公司运营业务/K | 相关流程/K,,运营业务及相关流/K | 技术开发/S,"', '4、熟悉公司运营业务及相关流程，主导过大、中型系列产品及技术开发；"
1948-s0010,阿里云公开数据集,span_mismatch,pending,True,2,系统开发/S | 分析能力/T,信息系统开发/S,,信息系统开发、维/S,"', '5、有较强的信息系统开发、维护管理和分析能力；"
1948-s0011,阿里云公开数据集,type_only,pending,True,0,ERP/S,ERP/K,,ERP相关/K,"', '6、有ERP相关经验优先；"
1948-s0012,阿里云公开数据集,span_mismatch,pending,True,0,协调能力/T | 团队合作精神/T,领导力/T | 组织协调能力/T | 团队合作精神/T,,领导力及组织协调/T,"', '7、较强的领导力及组织协调能力和团队合作精神。"
1949-s0000,阿里云公开数据集,empty_mismatch,pending,True,8,采购/S,[],,订单处理'/S | 和发货安排'/S | 订单状态更新，库/S,"[' ', ' ', ' ', '\xa0 \xa0 协助客服团队订单处理', ' ', ' ', '\xa0 \xa0\xa0 协助采购和物流团队的团队的订单处理和发货安排', ' ', ' ', '\xa0 \xa0 协助客户订单状态更新，库存分析，预测合并，发货跟进。"
1949-s0001,阿里云公开数据集,agree_empty,pending,False,2,[],[],,销售报告和品牌销/S,"', ' ', ' ', '\xa0 \xa0\xa0 编写销售报告和品牌销售报告。"
1949-s0002,阿里云公开数据集,empty_mismatch,pending,True,5,[],投诉日志更新/S | 工艺验证/S,,更新客/S | 处理一/S | 投诉日志更新，工/S | 和客户的跟踪等/S,"', ' ', ' ', '\xa0 \xa0\xa0 更新客户价格表和样品表', ' ', ' ', '\xa0 \xa0\xa0 处理一些紧急任务如：投诉日志更新，工艺验证和与运维团队和客户的跟踪等。"
1949-s0003,阿里云公开数据集,span_mismatch,pending,True,0,本科/K | 客户服务/S,本科以上学历/K | 客户服务/S | 订单处理/S,,客户服务'/K | 订单处理经验/S,"', ' ', ' ', ' ', ' ', '本科以上学历，有', '年客户服务', '订单处理经验优先，优秀应届毕业生、毕业生也可以。"
1949-s0004,阿里云公开数据集,span_mismatch,pending,True,0,自我激励/T,自我激励/T | 注重细节/T | 独立工作/T,,自我激励，注重细/T | 独立工作/T,"', ' ', ' ', '\xa0 \xa0 \xa0 自我激励，注重细节，能够独立工作。"
1949-s0005,阿里云公开数据集,agree_spans,pending,False,2,英文/L,英文/L,,中英文听说读写能/L,"', ' ', ' ', '\xa0 \xa0 \xa0 良好的中英文听说读写能力。"
1949-s0006,阿里云公开数据集,empty_mismatch,pending,True,0,[],人际交往能力/T | 办公软件/S,,的人际交往能力'/T | 使用'/S | 办公软件/S,"', ' ', ' ', '\xa0 \xa0 \xa0 良好的人际交往能力', ' ', ' ', '熟练使用', '、', '、', '等办公软件。"
1950-s0000,阿里云公开数据集,span_mismatch,pending,True,4,AD/S | Office365/S | Shell/S | Exchange/S | 提案/S | 设计/S | 实施/S,微软相关系统/K | AD/S | Office365/S | Shell/S | Exchange/S | Ca认证/K | 提案/S | 设计/S | 实施/S | 后续维护/S,,AD、Office365、Shell、Exchange/S | 提案/S | 设计/S | 实施/S | 后续维护'/S | 营业一/T | 说明O365的技术、用/S,"['岗位职责：', '1、负责微软相关系统（AD、Office365、Shell、Exchange、Ca认证等）的提案、设计、实施以及后续维护', '2、配合营业一起向客户说明O365的技术、用途、优点等。"
1950-s0001,阿里云公开数据集,span_mismatch,pending,True,2,微软相关系统/K | O365/K,微软相关系统/K | 应用/K | 域控/K | Exchange/K,,微软相关系统及应/K | 域控/K | O365的应/K,"', '岗位要求：', '1、熟悉微软相关系统及应用，如域控、Exchange、O365的应用、部署等；"
1950-s0002,阿里云公开数据集,empty_mismatch,pending,True,1,[],云服务/K,,云服务有/K | 了解/K | 经验优/S,"', '2、对云服务有深入的了解，有相关的实施经验优先。"
1950-s0003,阿里云公开数据集,span_mismatch,pending,True,0,信息安全/K | 云服务/K,当前流行IT技术/K | 信息安全/K | 云服务/K,,当前流行IT技/K | 信息安全/K | 云服务/K,"', '3、了解当前流行IT技术，如信息安全、云服务、等。"
1950-s0004,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1951-s0000,阿里云公开数据集,empty_mismatch,pending,True,2,[],配置参数/K | 监控阈值/K,,中间件日常运维规/S | 配置参数/K | 监控阈/K,['1、负责中间件日常运维规范及标准的制定和完善（包括但不限于配置参数、监控阈值）；
1951-s0001,阿里云公开数据集,agree_empty,pending,False,2,[],[],,中间件进/K | 性能调优/S | 监控纳/S,"', '2、负责对中间件进行性能调优、监控纳管；"
1951-s0002,阿里云公开数据集,empty_mismatch,pending,True,3,故障处理/S,[],,故障原因定位、故/S,"', '3、负责中间件组件的故障原因定位、故障处理、闭环管理；"
1951-s0003,阿里云公开数据集,empty_mismatch,pending,True,2,数据分析/S | 优化/S,[],,数据分析/S | 优化/S,"', '4、负责对中间件进行性能容量数据分析、评估优化；"
1951-s0004,阿里云公开数据集,agree_empty,pending,False,3,[],[],,安全漏洞修复、补/S,"', '5、负责中间件相关的安全漏洞修复、补丁安装、安全加固；"
1951-s0005,阿里云公开数据集,span_mismatch,pending,True,1,本科/K | 计算机/K | 计算机相关专业/K,计算机软件/K | 计算机相关专业/K,,计算机软件或计算/K,"', '【任职要求】：', '1、全日制本科（含）以上，计算机软件或计算机相关专业；"
1951-s0006,阿里云公开数据集,span_mismatch,pending,True,0,系统运维/S,系统运维管理/S,,运维管理经验/S,"', '2、三年以上系统运维管理经验，；"
1951-s0007,阿里云公开数据集,span_mismatch,pending,True,1,Linux/S | 操作系统/K,Linux操作系统/S | 系统性能调优/S,,使用Linux操作系统/S | 系统性能调优和排/S,"', '3、熟练使用Linux操作系统，具备良好的系统性能调优和排障经验；"
1951-s0008,阿里云公开数据集,span_mismatch,pending,True,0,Nginx/S | MQ/S | Redis/S | Kafka/S | docker/S | k8s/S,Nginx/S | MQ/S | ES/S | Redis/S | Kafka/S | keepalived/S | haproxy/S | 容器docker/S | k8s/S,,容器docker/S | k8s技术/S,"', '4、熟悉Nginx、MQ、ES、Redis、Kafka、keepalived、haproxy、', '5、熟悉容器docker、k8s技术；"
1951-s0009,阿里云公开数据集,span_mismatch,pending,True,0,逻辑分析能力/T | 表达能力/T,逻辑分析能力/T | 沟通表达能力/T,,逻辑分析能力和沟/T,"', '6、具备良好的逻辑分析能力和沟通表达能力；"
1951-s0010,阿里云公开数据集,span_mismatch,pending,True,0,团队协作能力/T,团队协作能力/T | 集体荣誉精神/T,,团队协作能/T,"', '7、具有良好的团队协作能力和集体荣誉精神；"
1951-s0011,阿里云公开数据集,span_mismatch,pending,True,2,抗压能力强/T,抗压能力/T,,抗压能力强/T | 应急处理突/S | 快速恢复业/S,"', '8、抗压能力强，能从容应急处理突发事件，快速恢复业务。"
1951-s0012,阿里云公开数据集,empty_mismatch,pending,True,3,解决问题/S,[],,事件根本原因深度/T | 能力/T | 解决问题/S,"', '9、具有事件根本原因深度探究的精神和能力，能够彻底解决问题。"
1951-s0013,阿里云公开数据集,agree_empty,pending,False,2,[],[],,对中间件运维工具/S,"', '【优先考虑】', '1.能够对中间件运维工具进行开发或平台建设的，优先考虑；"
1951-s0014,阿里云公开数据集,agree_spans,pending,False,0,shell/S | Python/S,shell/S | Python/S,,shell和Python并有价值性/S,"', '2.精通shell和Python并有价值性产出的，优先考虑；"
1951-s0015,阿里云公开数据集,span_mismatch,pending,True,0,中间件选型/S,中间件选型/S | 架构优化/S,,中间件选型/S | 架构/S,"', '3.具有中间件选型、架构优化经验的，优先考虑。"
1951-s0016,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1952-s0000,阿里云公开数据集,empty_mismatch,pending,True,12,存储/K | 网络/K | 安装/S | 维护/S | 故障处理/S,[],,服务器、存储、网/K | 安装/S | 维护/S | 故障/S,['1、配合用户对IDC机房服务器、存储、网络及其他运营设备进行安装、维护、故障处理等工作；
1952-s0001,阿里云公开数据集,span_mismatch,pending,True,2,服务器/S | windows/S | linux/S | 应用安装/S,windows/S | linux/S | 应用安装/S,,IDC机房/K | 服务器的系统安装/S | 应用安装等/S,"', '2、负责IDC机房设备上/下架，服务器的系统安装（windows、linux）、应用安装等；"
1952-s0002,阿里云公开数据集,empty_mismatch,pending,True,1,交换机/K | 配置/S,[],,交换机的配置/K,负责交换机的配置；
1952-s0003,阿里云公开数据集,span_mismatch,pending,True,5,客户服务/S | 故障处理/S,故障处理/S,,配合在/T | 及时处理客/S | 响应用/T | 故障处理完/S | 及时通知客/S,"', '3、配合在线客服及时处理客户服务器相关问题，***时间响应用户需求，故障处理完毕后及时通知客服或用户；"
1952-s0004,阿里云公开数据集,empty_mismatch,pending,True,3,网络/K | 监控/S | 分析/S,[],,监控和分析/S,"', '4、负责IDC、网络和服务器运行状况的监控和分析；"
1952-s0005,阿里云公开数据集,empty_mismatch,pending,True,2,异常时间/K,[],,异常时间的协调处/K,"', '5、异常时间的协调处理与报告；"
1952-s0006,阿里云公开数据集,span_mismatch,pending,True,11,计算机相关专业/K | Windows/S | Linux/S | 操作系统/K | 维护/S | 交换机/K | 网络/K | 故障排查/S | 备件/S | 吃苦耐劳/T | 打算今/T,计算机相关专业/K | 吃苦耐劳/T,,相关专业/K | 相关工作经验/K | 熟知Windows/K | 服务器操作系统的/K | 维护'/S | 的基本配置'/S | 的故障排查，备件/S | 热爱网/T | 打算今/T | 从事网/T | 培训体/S,"', '任职条件：', '1、计算机相关专业，一年以上相关工作经验者优先', '2、熟知Windows、Linux服务器操作系统的安装,维护', '3、熟悉思科华为等交换机的基本配置', '4、熟知服务器、网络设备的故障排查，备件的更新和保修', '5、吃苦耐劳热爱网络相关工作，打算今后从事网络相关工作', '选择网科的理由', '1)、个性化培训体系:企业将为每个新入职成员提供为期一周的培训;"
1952-s0007,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '2)、良好的企业文化:倡导&ldquo;"
1952-s0008,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],人本文化&rdquo;
1952-s0009,阿里云公开数据集,agree_empty,pending,False,0,[],[],,"提供人性化的关怀/S | 幸福工作,开心生/T",",提供人性化的关怀服务,提升良好的职业体验,让员工幸福工作,开心生活;"
1952-s0010,阿里云公开数据集,agree_empty,pending,False,0,[],[],,合作伙伴关系/T,"', '3)、广阔的发展平台:倡导企业与员工的关系不仅仅是雇佣关系,更是合作伙伴关系。"
1952-s0011,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '4)、公司目前处于高速发展阶段,市场占有率和销售业绩正在快速上升中,您将获得跟公司一同成长的机会!"
1952-s0012,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '公司统一给员工购买社保，按国家规定放假，提供餐补，全勤奖等。"
1952-s0013,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1953-s0000,阿里云公开数据集,span_mismatch,pending,True,7,网络/K | 维护/S | 设计/S | 大数据/K,网络设置/S | 系统性能管理/S | 网络性能管理/S | 大数据生产环境/K | 监控预警/S | 持续优化/S,,网络设置/S | 维护和/S | 系统性能管理和优/S | 网络性能管理和优/S | 设计和部署生/S | 大数据生产环境）/K | 监控预警和持续优/S,"['职位描述：', '1. 负责网络以及服务器的网络设置、维护和优化、网络的安全监控 、系统性能管理和优化、网络性能管理和优化', '2. 负责设计和部署生产，测试环境（包含大数据生产环境），监控预警和持续优化；"
1953-s0001,阿里云公开数据集,span_mismatch,pending,True,7,数据安全/K | 网络安全/K | 定期提交汇总报告/S,疑难问题排查处理/S,,生产环境的应用安/K | 的持续运作能力'/S | IT故障/K | 疑难问题/K | 定期提交汇总报告/S,"', '3. 负责生产环境的应用安全，数据安全和网络安全，确保生产环境有7*24小时的持续运作能力', '4. 负责IT故障、疑难问题排查处理，编制汇总故障、问题，定期提交汇总报告；"
1953-s0002,阿里云公开数据集,empty_mismatch,pending,True,4,[],日常桌面运维/S | IT固定资产维护/S,,日常桌面运维和IT/S | IT软硬件方面的服/S,"', '5.负责日常桌面运维和IT固定资产维护及监控，提供IT软硬件方面的服务和支持，保证系统稳定。"
1953-s0003,阿里云公开数据集,span_mismatch,pending,True,0,计算机/K | 通信/K | 相关专业/K | 大专/K,计算机/K | 通信技术/K | 大专以上学历/K,,计算机/K | 通信技术/K,"', '任职要求：', '1. 计算机、通信技术或相关专业大专以上学历；"
1953-s0004,阿里云公开数据集,empty_mismatch,pending,True,2,网络/K,[],,网络系统集成相关/K | 技术支撑，维护经/S,"', '2.1年以上网络系统集成相关技术支撑，维护经验；"
1953-s0005,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],优秀者可放宽至应届毕业生；
1953-s0006,阿里云公开数据集,span_mismatch,pending,True,1,网络/K,网络相关技术/K | Cisco/S | H3C/S | Huawei/S,,网络相关技术/K | 种主流厂商设备/S,"', '3. 熟悉网络相关技术，熟悉一种主流厂商设备的配置(Cisco/H3C/Huawei);"
1953-s0007,阿里云公开数据集,empty_mismatch,pending,True,3,网络/K | 判断/S,[],,判断/S | 解决能/S,"', '4. 具备网络故障的分析、判断、解决能力；"
1953-s0008,阿里云公开数据集,span_mismatch,pending,True,0,沟通能力/T,协调沟通能力/T,,协调沟/T,"', '5. 具备一定的协调沟通能力;"
1953-s0009,阿里云公开数据集,span_mismatch,pending,True,1,证书/K,CCIE证书/K,,CCIE证书/K,"', '6. 持有CCNP、CCIE证书者优先；"
1953-s0010,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1954-s0000,阿里云公开数据集,span_mismatch,pending,True,0,中专/K | 学历/K | 通信/K | 电子工程/K | 自动化/K | 计算机/K,中专以上学历/K | 通信/K | 电子工程/K | 自动化/K | 计算机/K | 相关工科专业/K,,通信/K | 电子工程/K,"['工作职责：', '1、全日制正规院校中专以上学历，通信、电子工程、自动化、计算机等相关工科专业；"
1954-s0001,阿里云公开数据集,span_mismatch,pending,True,2,项目协调/S | 安装工作/T,项目协调/S,,组织项/S | 技术管理/K | 做好项/S | 协调/T | 安装工作/T,"', '2、能够独立组织项目技术管理，并能做好项目协调、安装工作；"
1954-s0002,阿里云公开数据集,span_mismatch,pending,True,1,电工证/S | 电气知识/K,电工证/K | UPS安装调试/S | 电气知识/K,,电工证或UPS安装调/S | 电气知识/K | 看懂线路图纸者优/S,"', '4、具有电工证或UPS安装调试经验，掌握电气知识、能够看懂线路图纸者优先；"
1954-s0003,阿里云公开数据集,span_mismatch,pending,True,0,主动性强/T | 耐心细致/T | 责任心/T | 团队合作精神/T,工作主动性/T | 耐心细致/T | 责任心/T | 团队合作精神/T,,主动性强/T | 耐心细/T | 团队合作精/T,"', '5、工作主动性强，耐心细致，有责任心，具备团队合作精神。"
1954-s0004,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '6、年龄20-35岁；"
1954-s0005,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '7、工作地点：沈阳', '薪资待遇：', '1、试用期一到三个月，8小时制，法定假日休息；"
1954-s0006,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '2、每月有车补、饭补加交通补助', '3、出差有差旅补助', '4、定期有团建', '5、每年组织职工进行免费体检一次，不定期组织员工进行户外活动；"
1954-s0007,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1955-s0000,阿里云公开数据集,empty_mismatch,pending,True,3,网络/K | 计算机/K,[],,建立公/S | 管理操/S,"['岗位职责：', '1、\xa0建立公司IT网络管理操作规范，建立和管理公司计算机及IT设备技术档案；"
1955-s0001,阿里云公开数据集,span_mismatch,pending,True,3,企业管理/K,公司发展战略/K,,拓展信/S | 分发挥信/S,"', '2、\xa0根据公司发展战略，逐步拓展信息系统管理规范和深度，充分发挥信息化在企业管理中的积极作用；"
1955-s0002,阿里云公开数据集,empty_mismatch,pending,True,2,[],弱电工程/K | 综合布线/K | IT机房设施/K | 监控系统/K | 门禁系统/K,,IT资源基础设施（/K | ）建设与运维保障/S,"', '3、\xa0负责公司IT资源基础设施（弱电工程、综合布线、IT机房设施、监控系统、门禁系统等）建设与运维保障；"
1955-s0003,阿里云公开数据集,empty_mismatch,pending,True,5,网络/K | 保证设备/S,[],,责管理公司服务器/S | 保证设备的稳定运/S,"', '4、\xa0负责管理公司服务器、网络设备、打印机、投影仪等，保证设备的稳定运行；"
1955-s0004,阿里云公开数据集,span_mismatch,pending,True,1,标准化/S,桌面服务/S | 技术咨询/S | 会议支持/S,,标准化IT服务（桌/S,"', '5、\xa0面向公司内部，提供标准化IT服务（桌面服务、技术咨询、会议支持等）；"
1955-s0005,阿里云公开数据集,agree_empty,pending,False,4,[],[],,管理IT/S | 日常工作/S | 提高团/S | 工作效率/S,"', '6、\xa0管理IT运维部门的日常工作，为IT运维体系的效率和结果负责，提高团队工作效率。"
1955-s0006,阿里云公开数据集,span_mismatch,pending,True,0,计算机相关专业/K | 本科/K | 团队管理/S,计算机相关专业/K | 本科毕业/K | IT运维工作/S | 团队管理/S | 大型互联网企业背景/K,,计算机相关专业本/K | IT运维工作/K | 团队管理经验/T,"', '任职要求：', '1、计算机相关专业本科毕业，5年以上IT运维工作经验，3年以上团队管理经验（大型互联网企业背景优先）；"
1955-s0007,阿里云公开数据集,span_mismatch,pending,True,1,Linux/S | 操作系统/K | 运维/S,Linux操作系统/S | 常用命令/S | 流行开源软件安装部署/S,,Linux操作系统、常用/S | 运维/S,"', 'f2、熟悉Linux操作系统、常用命令，流行开源软件安装部署和运维；"
1955-s0008,阿里云公开数据集,span_mismatch,pending,True,0,基础架构/K | 网络/K | 虚拟化/K | 负载均衡/K,基础架构/K | 网络/K | 虚拟化/K | 容器/K | 负载均衡/K,,基础架构/K | 网络/K | 虚拟化/K | 容器以及/K | 负载均衡有/K,"', '3、熟悉基础架构、网络，对虚拟化、容器以及负载均衡有实践经验；"
1955-s0009,阿里云公开数据集,span_mismatch,pending,True,2,沟通能力/T,独立思考/T | 事后复盘/S | 逻辑清晰/T | 沟通能力/T,,独立思考指/T | 解决并事后复盘的/S | 逻辑清晰沟/T,"', '4、面对问题能独立思考指导团队快速解决并事后复盘的能力，逻辑清晰沟通能力优秀。"
1955-s0010,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1956-s0000,阿里云公开数据集,agree_empty,pending,False,2,[],[],,保障深/S | 线上系统的正常工/K,"['【岗位职责】', '1、保障深圳办公室线上系统的正常工作和应急响应；"
1956-s0001,阿里云公开数据集,empty_mismatch,pending,True,6,app/K | 测试/S | 维护/S,[],,系统/K | app及网站进/K | 测试与维护/S,"', '2、对公司管理系统、app及网站进行测试与维护；"
1956-s0002,阿里云公开数据集,span_mismatch,pending,True,9,数据监控/S | 故障处理/S,故障处理/S,,监控系统和备份体/S | 服务器和各业务系/K | 状态监控/S | 数据监/S,"', '3、建立监控系统和备份体系，对服务器和各业务系统进行状态监控、数据监控、实施备份、启动预警机制、故障处理等；"
1956-s0003,阿里云公开数据集,span_mismatch,pending,True,1,运营管理/S | 数据库/K | 信息安全/K,IT运维/S | 设备/K | 服务/应用/K | 数据库/K | 资产/K | 信息安全/K,,IT资源的运营管理/S,"', '4、负责公司内部IT资源的运营管理，IT运维（设备，服务/应用，数据库，资产，信息安全）等；"
1956-s0004,阿里云公开数据集,span_mismatch,pending,True,1,网络/K,日常桌面系统维护/S | 桌面基础网络支持/S,,桌面系统维护、桌/S,"', '5、日常桌面系统维护、桌面基础网络支持、桌面终端的硬件维护；"
1956-s0005,阿里云公开数据集,span_mismatch,pending,True,3,视频会议/S,电话会议运维/S | 会议支持服务/S,,视频会议/S | 电话会/S,"', '6、视频会议、电话会议运维及维护等会议支持服务。"
1956-s0006,阿里云公开数据集,span_mismatch,pending,True,0,计算机相关专业/K | 本科/K,计算机相关专业/K | 本科以上学历/K,,相关专业/K,"', '【任职资格】', '1、计算机相关专业，本科以上学历；"
1956-s0007,阿里云公开数据集,span_mismatch,pending,True,0,项目管理/S,IT基础设施系统运行维护/S | 项目管理/S,,IT基础设施系统/K | 项目管理经验/S,"', '2、两年以上IT基础设施系统运行维护经验和项目管理经验；"
1956-s0008,阿里云公开数据集,empty_mismatch,pending,True,4,桌面终端设备/S | 故障处理/S,[],,桌面终端设备的安/S,"', '3、熟悉桌面终端设备的安装，配置，调试和故障处理；"
1956-s0009,阿里云公开数据集,span_mismatch,pending,True,1,网络/K,网络基础/K,,网络基础/K | 诊断并处理小型局/S,"', '4、有一定的网络基础，能处理诊断并处理小型局域网的故障；"
1956-s0010,阿里云公开数据集,span_mismatch,pending,True,3,责任心/T | 分析/S | 解决问题/S | 沟通能力/T,责任心/T | 沟通能力/T | 协作精神/T,,分析和解决问题的/T | 沟通能力和协作精/T,"', '5、强烈的责任心，面对压力具备分析和解决问题的能力，较强的沟通能力和协作精神。"
1956-s0011,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '【其他】', '本岗位工作地址位于深圳市福田区，不包食宿，请注意！"
1956-s0012,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1957-s0000,阿里云公开数据集,span_mismatch,pending,True,10,测试/S | 网络/K | 维护/S,网络设置/S | 系统性能管理/S,,"系统升级/S | 扩容需/S | 开发需求,测试/S | 网络设置/S | 维护和/S | 安全监控/S | 系统性/S","['岗位职责：', '1、负责公司运维项目的系统升级、扩容需求与资源落实,配合开发需求,测试、调整运维平台', '2、网络以及服务器的网络设置、维护和优化、网络的安全监控、系统性能管理和优化。"
1957-s0001,阿里云公开数据集,span_mismatch,pending,True,1,Linux/S | Unix/S | 操作系统/K | zabbix/S | nagios/S,zabbix/S | nagios/S | 常用监控系统/K | ELK/S | 日志系统/K,,等操作系统'/K | nagios等常用监控/S,"\xa0', '任职资格：', '\xa01、精通Linux/Unix等操作系统', '2、熟悉zabbix、nagios等常用监控系统，熟悉ELK等日志系统；"
1957-s0002,阿里云公开数据集,type_only,pending,True,0,脚本语言/K | Shell/S | Python/S,脚本语言/S | Shell/S | Python/S,,脚本语言，Shell、Python/S,"', '3、掌握1种以上的脚本语言，Shell、Python等；"
1957-s0003,阿里云公开数据集,empty_mismatch,pending,True,3,系统故障/K | 网络/K,[],,排查运/S | 系统故障/K | 网络故/K,"', '4、能够熟练排查运维过程中出现的服务故障、系统故障、网络故障；"
1957-s0004,阿里云公开数据集,span_mismatch,pending,True,6,nginx/S | tomcat/S | MySQL/S | php/S | 部署/S | 管理/S | 维护/S | docker/S | 网络/K | 存储/K | 安全/K,nginx/S | tomcat/S | MySQL/S | php/S | docker常用操作/S,,php等常见/S | 部署/S | 管理和维护/S | 相关知识./K | docker常用操作/S | 网络/K | 存储/K | 安全/K,"', '5、熟练掌握nginx/tomcat/MySQL/php等常见应用软件的部署、管理和维护以及相关知识.', '6、3年以上工作经验', '7、掌握docker常用操作，对docker的网络、存储、安全有深入的理解；"
1957-s0005,阿里云公开数据集,span_mismatch,pending,True,5,kubernetes/S | 部署/S | 维护/S | xa0/S | 网络安全/K,kubernetes平台/S,,kubernetes平台/S | 部署/S | 维护和\xa0/S | 调优经验/S | 网络安全的基本防/K | 技术有/K,"熟悉kubernetes平台，并有部署、维护和\xa0\xa0 调优经验者优先', '8、对网络安全的基本防护措施和相关技术有一定了解者优先\xa0 \xa0 \xa0 \xa0']"
1958-s0000,阿里云公开数据集,span_mismatch,pending,True,0,大专/K | 计算机专业/K | ERP/S,大专学历/K | 计算机专业/K | 生产型企业ERP推动/S | 互联网运维工作/S | 程式开发/S,,计算机专业/K | ERP推动或互联网运/S | 程式开发经验/S,['1、大专学历，计算机专业，1年以上生产型企业ERP推动或互联网运维工作，程式开发经验。
1959-s0000,阿里云公开数据集,span_mismatch,pending,True,3,设计/S | 开发平台/K | 技术文档/S,智慧水务平台需求/K,,智慧水务平台需求/K | 设计/S | 开发平/S | 撰写相关/S | 技术文档/K,['1.\xa0负责根据公司智慧水务平台需求，设计、协助开发平台功能模块的工作并撰写相关技术文档；
1959-s0001,阿里云公开数据集,agree_empty,pending,False,3,[],[],,跟踪智/S | 行业发展，提出公/K | 需求的完善方案/K | 落实/S,"', '2.\xa0负责跟踪智慧水务行业发展，提出公司智慧水务平台需求的完善方案，并跟踪落实；"
1959-s0002,阿里云公开数据集,agree_empty,pending,False,6,[],[],,运营数据的收集/S | 给出相关/S | 改进建议/S | 督促相关/S | 落实/S,"', '3.\xa0负责运营数据的收集、整理与分析，发现问题并给出相关改进建议，并督促相关意见的落实；"
1959-s0003,阿里云公开数据集,agree_empty,pending,False,1,[],[],,研发公/S | 智慧水务业/K | 战略/S,"', '4.\xa0协作研发公司智慧水务业务战略；"
1959-s0004,阿里云公开数据集,empty_mismatch,pending,True,2,项目实施/S | 售后服务/S,[],,客户项目实施和售/S,"', '5.\xa0对具体的客户项目实施和售后服务提供必要的支持；"
1959-s0005,阿里云公开数据集,empty_mismatch,pending,True,2,自动化/K,[],,装备自动化改造方/K,"', '6.\xa0参与装备自动化改造方案的评审和验收工作；"
1959-s0006,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '7.\xa0完成公司领导交办的其它事项。"
1959-s0007,阿里云公开数据集,span_mismatch,pending,True,0,本科及以上学历/K | 环境工程/K | 计算机/K | 自动化/K | 通信工程/K | 相关专业/K,本科及以上学历/K | 环境工程/K | 计算机/K | 自动化/K | 信息与通信工程/K,,环境工程/K | 计算机/K,"', '\xa0', '1.\xa0本科及以上学历，环境工程、计算机、自动化、信息与通信工程等相关专业；"
1959-s0008,阿里云公开数据集,span_mismatch,pending,True,0,智慧城市/K | 项目实施/S,智慧城市/K | 智慧水务项目实施/S,,智慧城市/K | 智慧水/K,"', '2.\xa0五年以上同行业同岗位工作经验，具有智慧城市、智慧水务项目实施经验者优先考虑；"
1959-s0009,阿里云公开数据集,span_mismatch,pending,True,1,运营管理/S | 智慧水务功能模块/K,流域治理运营管理过程/K | 智慧水务功能模块/K | 相关测试工具/K,,流域治理运营管理/K | 智慧水务功能模块/K | 相关测试工具和方/K,"', '3.\xa0熟悉流域治理运营管理过程，熟悉智慧水务功能模块，熟悉相关测试工具和方法；"
1959-s0010,阿里云公开数据集,span_mismatch,pending,True,1,责任感/T | 敬业精神/T,工作责任感/T | 敬业精神/T,,工作责任感和敬业/T,"', '4.\xa0具有良好的品质，具有较强的工作责任感和敬业精神；"
1959-s0011,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],']
1960-s0000,阿里云公开数据集,empty_mismatch,pending,True,2,[],新项目洽谈/S | 技术需求方案编写/S,,协助负/S | 系统集成项目售前/S,"['岗位职责：', '1、协助负责系统集成项目售前售中工作：新项目洽谈、技术需求方案编写；"
